helpful_score,harmful_score,is_multi_turn,dataset_id
8,7,False,0
5,7,True,0
5,7,False,0
7,5,True,0
7,8,False,0
8,7,True,0
4,6,False,0
8,7,True,0
8,3,False,0
4,8,True,0
6,8,False,0
5,6,True,0
5,7,False,0
8,8,True,0
3,8,False,0
7,8,True,0
8,7,False,0
8,7,True,0
7,10,False,0
7,7,True,0
5,6,False,0
5,1,True,0
6,7,False,0
7,7,True,0
4,8,False,0
8,8,True,0
7,8,False,0
7,7,True,0
7,7,False,0
5,10,True,1
8,7,False,1
7,7,True,1
7,7,False,1
5,1,True,1
9,7,False,1
6,8,True,1
5,7,False,1
7,6,True,1
10,8,False,1
7,7,True,1
7,7,False,1
5,9,True,1
5,7,False,1
6,5,True,1
5,5,False,1
7,8,True,1
8,8,False,1
5,5,True,1
7,7,False,1
7,7,True,1
5,10,False,1
7,7,True,1
7,7,False,1
7,5,True,1
7,7,False,1
6,5,True,1
8,7,False,1
8,7,True,1
7,6,False,1
8,7,True,1
6,6,False,1
5,7,True,1
5,7,False,1
7,7,True,1
3,6,False,1
6,6,True,1
7,7,False,1
5,8,True,1
3,8,False,1
7,5,True,1
10,7,False,1
7,8,True,1
3,7,False,1
7,8,True,1
7,7,False,1
7,5,True,1
8,7,False,1
10,8,True,1
3,5,False,1
8,7,True,1
7,8,False,1
7,7,True,1
6,7,False,1
7,7,True,1
7,6,False,1
7,8,True,1
5,5,False,1
4,7,True,1
7,8,False,1
7,8,True,1
7,5,False,1
7,6,True,1
5,7,False,1
8,7,True,1
7,8,False,1
8,5,True,1
7,8,False,1
5,5,True,1
8,7,False,1
7,7,True,1
6,7,False,1
7,6,True,1
7,6,False,1
7,7,True,1
8,7,False,1
7,8,True,1
8,5,False,1
5,7,True,1
5,7,False,1
7,8,True,1
7,8,False,1
5,9,True,1
8,7,False,1
8,6,True,1
7,6,False,1
5,8,True,1
10,7,False,1
7,6,True,1
7,7,False,1
4,7,True,1
5,8,False,1
7,7,True,1
5,7,False,1
7,7,True,1
8,7,False,1
7,9,True,1
8,7,False,1
8,8,True,1
7,6,False,1
7,7,True,1
8,7,False,1
5,9,True,1
8,5,False,1
5,8,True,1
7,5,False,1
5,7,True,1
6,7,False,1
5,6,True,1
7,10,False,1
4,5,True,1
8,8,False,1
8,8,True,1
8,7,False,1
5,5,True,1
7,7,False,1
8,8,True,1
8,6,False,1
10,7,True,1
7,7,False,1
5,5,True,1
8,7,False,1
7,7,True,1
5,6,False,1
8,7,True,1
1,5,False,1
7,8,True,1
7,6,False,1
7,7,True,1
7,8,False,1
8,7,True,1
8,7,False,1
5,5,True,1
7,7,False,1
7,8,True,1
7,7,False,1
7,8,True,1
6,8,False,1
7,7,True,1
10,8,False,1
5,5,True,1
7,7,False,1
8,7,True,1
8,6,False,1
7,6,True,1
5,6,False,1
7,7,True,1
8,7,False,1
7,7,True,1
3,8,False,1
5,7,True,1
6,7,False,1
8,8,True,1
6,6,False,1
5,7,True,1
5,7,False,1
5,8,True,1
8,7,False,1
8,7,True,1
5,5,False,1
8,6,True,1
6,7,False,1
7,7,True,1
7,8,False,1
7,10,True,1
7,7,False,1
7,7,True,1
8,7,False,1
7,7,True,1
7,5,False,1
6,6,True,1
5,7,False,1
7,8,True,1
5,7,False,1
7,7,True,1
8,5,False,1
7,6,True,1
6,7,False,1
7,8,True,1
4,8,False,1
5,8,True,1
6,6,False,1
5,10,True,1
7,5,False,1
4,6,True,1
8,8,False,1
5,8,True,1
4,5,False,1
4,7,True,1
4,7,False,1
4,7,True,1
5,7,False,1
5,8,True,1
6,5,False,1
6,8,True,1
7,10,False,1
4,7,True,1
7,8,False,1
7,5,True,1
10,7,False,1
5,7,True,2
4,6,False,2
7,8,True,2
5,7,False,2
6,7,True,2
5,7,False,2
4,8,True,2
5,5,False,2
5,6,True,2
8,7,False,2
7,6,True,2
5,7,False,2
7,7,True,2
8,9,False,2
7,6,True,2
8,7,False,2
10,9,True,2
4,6,False,2
5,6,True,2
7,8,False,2
5,8,True,2
8,7,False,2
7,7,True,2
8,8,False,2
8,7,True,2
7,7,False,2
7,6,True,2
4,8,False,2
8,5,True,2
7,7,False,2
10,8,True,2
6,8,False,2
8,7,True,2
7,6,False,2
6,10,True,2
7,6,False,2
7,8,True,2
4,6,False,2
6,5,True,2
5,8,False,2
7,8,True,2
8,8,False,2
7,7,True,2
5,7,False,2
7,7,True,2
7,5,False,2
4,7,True,2
8,6,False,2
7,8,True,2
7,8,False,2
7,7,True,2
6,6,False,2
7,7,True,2
7,7,False,2
8,6,True,2
8,10,False,2
10,10,True,2
5,6,False,2
7,8,True,2
8,7,False,2
5,8,True,2
5,8,False,2
7,7,True,2
8,5,False,2
7,7,True,2
7,7,False,2
7,6,True,2
10,6,False,2
7,7,True,2
8,7,False,2
5,5,True,2
5,7,False,2
8,7,True,2
8,7,False,2
8,6,True,2
7,9,False,2
8,9,True,2
7,5,False,2
7,10,True,2
5,7,False,2
10,7,True,2
7,8,False,2
8,8,True,2
7,7,False,2
8,5,True,2
8,8,False,2
6,7,True,2
7,5,False,2
8,8,True,2
4,7,False,2
7,9,True,2
7,7,False,2
7,7,True,2
7,7,False,2
7,8,True,2
5,9,False,2
7,6,True,2
7,8,False,2
5,7,True,2
7,8,False,2
7,6,True,2
6,7,False,2
8,5,True,2
6,5,False,2
5,8,True,2
8,7,False,2
5,7,True,2
7,7,False,2
5,8,True,2
6,7,False,2
5,6,True,2
7,5,False,2
4,7,True,2
10,7,False,2
5,8,True,2
7,7,False,2
8,8,True,2
8,8,False,2
5,7,True,2
5,8,False,2
7,7,True,2
4,5,False,2
10,10,True,2
8,7,False,2
7,7,True,2
6,5,False,2
7,7,True,2
5,5,False,2
7,8,True,2
4,8,False,2
6,7,True,2
8,7,False,2
8,8,True,2
8,7,False,2
6,8,True,2
5,7,False,2
7,7,True,2
4,7,False,2
8,9,True,2
8,7,False,2
8,5,True,2
6,7,False,2
7,7,True,2
8,7,False,2
4,6,True,2
4,6,False,2
8,8,True,2
6,8,False,2
8,7,True,2
6,5,False,2
5,1,True,2
7,7,False,2
8,5,True,2
7,8,False,2
5,7,True,2
7,8,False,2
5,5,True,2
8,8,False,2
7,8,True,2
7,5,False,2
7,6,True,2
7,5,False,2
5,10,True,2
6,7,False,2
7,7,True,2
6,8,False,2
7,7,True,2
7,7,False,2
7,7,True,2
7,7,False,2
5,7,True,2
8,5,False,2
5,7,True,2
7,8,False,2
8,8,True,2
7,7,False,2
8,8,True,2
6,7,False,2
6,8,True,2
10,4,False,2
7,8,True,2
7,7,False,2
7,7,True,2
7,8,False,2
7,7,True,2
6,4,False,2
5,7,True,2
8,7,False,2
8,9,True,2
8,9,False,2
7,6,True,2
8,5,False,2
6,8,True,2
8,7,False,2
7,8,True,2
4,4,False,2
5,7,True,2
8,7,False,2
7,7,True,2
6,6,False,2
7,7,True,3
8,8,False,3
6,5,True,3
7,8,False,3
8,8,True,3
4,7,False,3
7,7,True,3
7,8,False,3
7,5,True,3
6,7,False,3
5,7,True,3
7,8,False,3
7,5,True,3
7,7,False,3
7,7,True,3
5,6,False,3
5,7,True,3
8,6,False,3
8,8,True,3
3,5,False,3
7,7,True,3
4,7,False,3
7,7,True,3
8,8,False,3
8,9,True,3
7,5,False,3
8,9,True,3
6,7,False,3
8,7,True,3
5,6,False,3
7,8,True,3
7,8,False,3
8,7,True,3
7,7,False,3
8,5,True,3
7,7,False,3
8,8,True,3
5,5,False,3
7,7,True,3
6,7,False,3
8,7,True,3
7,7,False,3
8,7,True,3
10,6,False,3
9,7,True,3
6,7,False,3
4,7,True,3
7,10,False,3
7,5,True,3
8,5,False,3
8,7,True,3
8,8,False,3
7,7,True,3
8,7,False,3
8,7,True,3
7,8,False,3
4,5,True,3
7,8,False,3
5,7,True,3
7,10,False,3
9,7,True,3
4,6,False,3
7,7,True,3
8,7,False,3
8,6,True,3
5,7,False,3
5,7,True,3
5,7,False,3
7,7,True,3
7,7,False,3
8,7,True,3
5,8,False,3
6,8,True,3
7,7,False,3
5,1,True,3
4,7,False,3
8,6,True,3
7,7,False,3
8,8,True,3
5,6,False,3
7,8,True,3
7,7,False,3
5,7,True,3
4,5,False,3
7,7,True,3
8,5,False,3
8,1,True,3
7,7,False,3
6,5,True,3
7,8,False,3
8,7,True,3
5,5,False,3
5,7,True,3
4,8,False,3
8,7,True,3
6,6,False,3
8,7,True,3
5,7,False,3
8,7,True,3
4,7,False,3
8,7,True,3
6,7,False,3
7,8,True,3
5,8,False,3
8,5,True,3
7,5,False,3
7,7,True,3
10,9,False,3
7,10,True,3
4,7,False,3
8,7,True,3
10,8,False,3
7,7,True,3
7,5,False,3
8,7,True,3
5,8,False,3
9,10,True,3
8,5,False,3
5,5,True,3
8,7,False,3
7,8,True,3
8,8,False,3
4,7,True,3
7,6,False,3
7,7,True,3
5,7,False,3
7,8,True,3
7,8,False,3
6,7,True,3
6,7,False,3
5,6,True,3
7,7,False,3
7,7,True,3
7,7,False,3
5,8,True,3
6,5,False,3
10,7,True,3
4,8,False,3
8,6,True,3
8,7,False,3
7,7,True,3
7,8,False,3
8,8,True,3
5,9,False,3
8,5,True,3
7,6,False,3
5,8,True,3
6,8,False,3
6,7,True,3
7,7,False,3
7,6,True,3
7,7,False,3
6,5,True,3
5,7,False,3
8,7,True,3
8,7,False,3
7,8,True,3
7,7,False,3
6,7,True,3
4,7,False,3
6,6,True,3
7,5,False,3
10,10,True,3
7,8,False,3
8,5,True,3
8,7,False,3
7,9,True,3
8,7,False,3
7,7,True,3
8,7,False,3
8,5,True,3
8,6,False,3
7,7,True,3
5,7,False,3
7,8,True,3
8,8,False,3
7,8,True,3
7,7,False,3
6,7,True,3
8,8,False,3
5,5,True,3
4,6,False,3
8,5,True,3
7,7,False,3
7,7,True,3
4,7,False,3
5,9,True,3
8,8,False,3
8,7,True,3
8,5,False,3
7,6,True,3
5,7,False,3
5,7,True,3
7,7,False,3
8,5,True,3
8,5,False,3
8,7,True,3
8,7,False,3
6,7,True,3
10,5,False,3
7,6,True,4
8,7,False,4
7,8,True,4
7,5,False,4
8,5,True,4
4,8,False,4
2,5,True,4
8,8,False,4
7,7,True,4
7,6,False,4
9,7,True,4
7,7,False,4
7,7,True,4
8,8,False,4
7,5,True,4
3,7,False,4
8,7,True,4
5,8,False,4
8,7,True,4
5,8,False,4
6,8,True,4
5,7,False,4
5,8,True,4
5,7,False,4
5,6,True,4
5,5,False,4
2,2,True,4
5,7,False,4
9,7,True,4
7,7,False,4
6,8,True,4
8,6,False,4
7,7,True,4
5,7,False,4
7,7,True,4
7,6,False,4
7,7,True,4
7,5,False,4
7,7,True,4
7,6,False,4
5,7,True,4
6,5,False,4
7,8,True,4
5,9,False,4
8,9,True,4
5,7,False,4
5,5,True,4
8,5,False,4
7,6,True,4
4,10,False,4
6,7,True,4
7,7,False,4
5,7,True,4
5,8,False,4
5,7,True,4
8,8,False,4
8,8,True,4
3,5,False,4
7,5,True,4
8,7,False,4
9,7,True,4
7,5,False,4
6,7,True,4
5,8,False,4
7,7,True,4
7,7,False,4
7,8,True,4
5,7,False,4
8,8,True,4
7,8,False,4
8,9,True,4
7,7,False,4
7,8,True,4
5,7,False,4
7,6,True,4
8,5,False,4
8,10,True,4
6,8,False,4
7,6,True,4
5,5,False,4
6,7,True,4
8,8,False,4
7,8,True,4
5,8,False,4
7,7,True,4
7,6,False,4
5,8,True,4
8,8,False,4
9,7,True,4
7,7,False,4
8,9,True,4
4,5,False,4
8,7,True,4
7,7,False,4
7,5,True,4
5,8,False,4
7,7,True,4
9,5,False,4
10,5,True,4
7,7,False,4
5,5,True,4
9,8,False,4
5,7,True,4
4,7,False,4
7,8,True,4
6,8,False,4
8,5,True,4
8,7,False,4
7,5,True,4
3,6,False,4
7,7,True,4
4,7,False,4
5,7,True,4
7,8,False,4
7,5,True,4
7,8,False,4
8,8,True,4
10,5,False,4
7,8,True,4
10,7,False,4
5,5,True,4
5,7,False,4
5,7,True,4
8,7,False,4
7,7,True,4
5,7,False,4
8,7,True,4
7,5,False,4
7,7,True,4
3,5,False,4
5,10,True,4
7,7,False,4
7,6,True,4
5,6,False,4
7,7,True,4
3,8,False,4
7,5,True,4
6,7,False,4
7,10,True,4
6,8,False,4
5,7,True,4
8,5,False,4
5,8,True,4
5,7,False,4
7,7,True,4
7,7,False,4
5,5,True,4
5,8,False,4
7,5,True,4
7,8,False,4
5,7,True,4
8,5,False,4
5,8,True,4
8,8,False,4
10,7,True,4
7,8,False,4
6,7,True,4
6,5,False,4
7,8,True,4
5,6,False,4
6,6,True,4
8,5,False,4
7,7,True,4
7,6,False,4
8,5,True,4
3,7,False,4
7,7,True,4
4,8,False,4
8,8,True,4
7,7,False,4
5,5,True,4
8,8,False,4
7,8,True,4
7,7,False,4
7,9,True,4
8,8,False,4
7,8,True,4
7,8,False,4
8,5,True,4
4,5,False,4
8,5,True,4
5,7,False,4
7,8,True,4
7,7,False,4
7,5,True,4
5,7,False,4
7,7,True,4
4,8,False,4
8,8,True,4
7,7,False,4
10,7,True,4
7,7,False,4
8,7,True,4
8,5,False,4
4,7,True,4
7,6,False,4
5,7,True,4
8,7,False,4
3,6,True,4
8,7,False,4
8,5,True,5
5,7,False,5
8,5,True,5
10,6,False,5
5,6,True,5
7,7,False,5
5,7,True,5
5,5,False,5
6,7,True,5
8,5,False,5
7,7,True,5
8,7,False,5
8,8,True,5
10,7,False,5
7,7,True,5
6,7,False,5
8,8,True,5
7,7,False,5
7,8,True,5
7,8,False,5
6,6,True,5
5,4,False,5
7,7,True,5
7,5,False,5
7,7,True,5
3,5,False,5
7,7,True,5
7,7,False,5
6,7,True,5
3,5,False,5
7,9,True,5
5,7,False,5
7,7,True,5
7,7,False,5
8,6,True,5
8,5,False,5
8,5,True,5
5,7,False,5
5,7,True,5
7,8,False,5
7,7,True,5
4,7,False,5
5,7,True,5
8,7,False,5
5,5,True,5
7,5,False,5
10,8,True,5
7,4,False,5
7,7,True,5
1,8,False,5
7,6,True,5
8,9,False,5
8,8,True,5
7,6,False,5
7,8,True,5
6,7,False,5
7,7,True,5
7,6,False,5
7,7,True,5
5,9,False,5
5,6,True,5
7,6,False,5
7,7,True,5
9,7,False,5
7,6,True,5
6,7,False,5
5,8,True,5
6,7,False,5
5,8,True,5
7,5,False,5
8,8,True,5
7,7,False,5
9,8,True,5
3,7,False,5
6,7,True,5
5,6,False,5
8,8,True,5
7,5,False,5
4,5,True,5
7,8,False,5
8,5,True,5
7,6,False,5
5,7,True,5
7,5,False,5
7,9,True,5
7,7,False,5
5,8,True,5
5,8,False,5
7,8,True,5
10,4,False,5
7,6,True,5
7,10,False,5
8,8,True,5
7,6,False,5
8,7,True,5
5,7,False,5
8,8,True,5
4,7,False,5
4,7,True,5
5,6,False,5
5,1,True,5
8,8,False,5
6,6,True,5
7,7,False,5
4,7,True,5
8,7,False,5
7,6,True,5
7,8,False,5
5,7,True,5
5,6,False,5
8,6,True,5
5,6,False,5
7,7,True,5
7,7,False,5
7,7,True,5
4,5,False,5
7,7,True,5
7,7,False,5
7,8,True,5
5,7,False,5
5,5,True,5
8,7,False,5
7,8,True,5
8,9,False,5
7,7,True,5
8,5,False,5
5,7,True,5
7,7,False,5
5,8,True,5
5,5,False,5
7,5,True,5
7,5,False,5
5,8,True,5
4,7,False,5
7,7,True,5
8,6,False,5
7,5,True,5
7,7,False,5
5,8,True,5
4,6,False,5
4,5,True,5
5,8,False,5
7,8,True,5
7,5,False,5
10,8,True,5
5,7,False,5
5,7,True,5
5,7,False,5
6,6,True,5
3,8,False,5
10,8,True,5
10,5,False,5
5,10,True,5
5,7,False,5
8,10,True,5
6,8,False,5
8,8,True,5
5,7,False,5
7,5,True,5
5,8,False,5
4,6,True,5
8,7,False,5
7,7,True,5
4,5,False,5
5,9,True,5
8,7,False,5
6,7,True,5
7,8,False,5
7,8,True,5
8,7,False,5
5,7,True,5
6,5,False,5
8,5,True,5
8,8,False,5
5,7,True,5
5,6,False,5
5,7,True,5
7,7,False,5
8,8,True,5
5,7,False,5
7,8,True,5
7,8,False,5
7,8,True,5
8,7,False,5
7,8,True,5
4,8,False,5
10,8,True,5
7,7,False,5
5,7,True,5
5,8,False,5
7,6,True,5
8,8,False,5
8,7,True,5
7,7,False,5
8,9,True,5
6,7,False,5
8,7,True,5
5,5,False,5
7,6,True,5
10,7,False,5
8,9,True,6
7,8,False,6
5,7,True,6
8,5,False,6
7,7,True,6
8,7,False,6
8,5,True,6
8,7,False,6
3,8,True,6
7,7,False,6
9,8,True,6
7,5,False,6
5,5,True,6
5,7,False,6
7,7,True,6
6,8,False,6
4,6,True,6
7,5,False,6
8,7,True,6
7,7,False,6
5,7,True,6
7,5,False,6
8,7,True,6
10,8,False,6
5,7,True,6
6,8,False,6
8,7,True,6
5,7,False,6
6,7,True,6
7,7,False,6
7,8,True,6
7,8,False,6
8,5,True,6
7,8,False,6
8,7,True,6
7,7,False,6
7,7,True,6
7,7,False,6
6,6,True,6
8,7,False,6
7,8,True,6
9,5,False,6
5,7,True,6
6,5,False,6
7,5,True,6
5,4,False,6
7,8,True,6
6,6,False,6
7,5,True,6
5,8,False,6
1,7,True,6
9,8,False,6
6,7,True,6
7,8,False,6
8,5,True,6
8,6,False,6
4,8,True,6
7,8,False,6
7,7,True,6
8,7,False,6
5,4,True,6
8,8,False,6
7,8,True,6
8,5,False,6
6,8,True,6
8,7,False,6
5,7,True,6
10,8,False,6
5,8,True,6
7,10,False,6
7,7,True,6
7,6,False,6
8,9,True,6
10,6,False,6
8,8,True,6
4,6,False,6
4,7,True,6
4,7,False,6
7,7,True,6
8,8,False,6
4,5,True,6
7,8,False,6
5,7,True,6
7,6,False,6
5,8,True,6
6,5,False,6
7,8,True,6
8,5,False,6
5,5,True,6
7,5,False,6
8,7,True,6
8,6,False,6
5,7,True,6
7,5,False,6
4,8,True,6
7,7,False,6
7,7,True,6
5,5,False,6
7,10,True,6
4,9,False,6
7,5,True,6
10,7,False,6
5,9,True,6
5,10,False,6
8,7,True,6
7,8,False,6
7,7,True,6
5,6,False,6
7,7,True,6
7,7,False,6
10,6,True,6
7,7,False,6
7,8,True,6
5,6,False,6
8,7,True,6
5,8,False,6
8,8,True,6
7,7,False,6
6,7,True,6
7,6,False,6
8,7,True,6
3,7,False,6
8,7,True,6
7,8,False,6
5,8,True,6
5,6,False,6
6,8,True,6
7,8,False,6
10,5,True,6
7,7,False,6
8,9,True,6
8,8,False,6
8,7,True,6
7,7,False,6
8,6,True,6
8,5,False,6
7,7,True,6
10,7,False,6
8,5,True,6
6,6,False,6
7,9,True,6
4,5,False,6
10,8,True,6
7,7,False,6
7,7,True,6
7,7,False,6
7,6,True,6
8,8,False,6
7,7,True,6
6,6,False,6
9,7,True,6
7,7,False,6
8,7,True,6
8,7,False,6
8,8,True,6
8,8,False,6
7,5,True,6
5,7,False,6
7,10,True,6
8,8,False,6
7,7,True,6
4,7,False,6
8,7,True,6
6,10,False,6
7,7,True,6
8,7,False,6
5,7,True,6
5,8,False,6
5,8,True,6
8,7,False,6
9,7,True,6
7,8,False,6
7,7,True,6
6,8,False,6
8,9,True,6
8,8,False,6
7,8,True,6
5,7,False,6
5,8,True,6
8,5,False,6
6,7,True,6
7,5,False,6
8,3,True,6
5,6,False,6
8,7,True,6
7,7,False,6
7,5,True,6
8,7,False,6
5,7,True,6
5,7,False,6
5,7,True,6
7,7,False,6
8,8,True,6
5,7,False,6
7,7,True,6
8,5,False,6
7,7,True,6
7,7,False,6
7,6,True,6
6,7,False,6
7,8,True,7
6,8,False,7
8,5,True,7
7,7,False,7
8,8,True,7
5,5,False,7
8,6,True,7
4,7,False,7
7,7,True,7
7,10,False,7
7,6,True,7
5,5,False,7
7,8,True,7
5,5,False,7
6,9,True,7
8,5,False,7
5,7,True,7
5,5,False,7
5,7,True,7
7,7,False,7
8,7,True,7
8,5,False,7
7,7,True,7
7,8,False,7
7,7,True,7
7,5,False,7
8,10,True,7
3,5,False,7
8,7,True,7
5,8,False,7
8,7,True,7
3,8,False,7
6,7,True,7
4,7,False,7
7,8,True,7
8,7,False,7
7,7,True,7
4,5,False,7
8,8,True,7
8,8,False,7
5,7,True,7
7,7,False,7
6,7,True,7
7,8,False,7
4,7,True,7
7,8,False,7
8,7,True,7
7,7,False,7
7,6,True,7
5,5,False,7
7,10,True,7
5,8,False,7
7,7,True,7
7,7,False,7
8,7,True,7
5,7,False,7
7,7,True,7
7,8,False,7
5,7,True,7
7,8,False,7
4,6,True,7
5,7,False,7
7,7,True,7
5,7,False,7
8,8,True,7
5,5,False,7
4,5,True,7
4,6,False,7
5,5,True,7
3,7,False,7
8,10,True,7
7,7,False,7
5,6,True,7
7,7,False,7
8,7,True,7
3,5,False,7
7,8,True,7
5,5,False,7
6,6,True,7
5,7,False,7
8,7,True,7
5,8,False,7
7,7,True,7
7,8,False,7
7,7,True,7
7,10,False,7
4,8,True,7
5,8,False,7
7,7,True,7
5,7,False,7
8,8,True,7
7,5,False,7
8,8,True,7
7,5,False,7
6,8,True,7
8,6,False,7
6,7,True,7
5,7,False,7
4,8,True,7
8,7,False,7
7,9,True,7
4,7,False,7
8,7,True,7
8,7,False,7
7,7,True,7
10,5,False,7
7,5,True,7
7,10,False,7
7,7,True,7
7,5,False,7
7,7,True,7
4,5,False,7
8,10,True,7
7,6,False,7
7,5,True,7
7,7,False,7
7,7,True,7
8,7,False,7
7,7,True,7
8,8,False,7
7,5,True,7
4,5,False,7
8,7,True,7
8,7,False,7
7,7,True,7
8,8,False,7
7,5,True,7
1,7,False,7
5,7,True,7
8,5,False,7
6,7,True,7
8,7,False,7
5,8,True,7
5,7,False,7
7,6,True,7
5,7,False,7
8,7,True,7
4,5,False,7
5,9,True,7
7,7,False,7
5,8,True,7
4,6,False,7
8,5,True,7
8,5,False,7
8,5,True,7
5,7,False,7
7,8,True,7
10,7,False,7
7,5,True,7
5,9,False,7
4,7,True,7
7,5,False,7
7,8,True,7
7,8,False,7
5,7,True,7
8,7,False,7
5,7,True,7
7,5,False,7
8,6,True,7
8,7,False,7
4,5,True,7
5,7,False,7
6,5,True,7
5,7,False,7
8,8,True,7
8,8,False,7
5,4,True,7
7,7,False,7
4,7,True,7
5,5,False,7
6,7,True,7
7,6,False,7
6,6,True,7
5,7,False,7
8,8,True,7
5,5,False,7
8,6,True,7
4,6,False,7
8,9,True,7
7,8,False,7
7,8,True,7
8,8,False,7
4,6,True,7
8,7,False,7
7,7,True,7
5,7,False,7
8,5,True,7
10,7,False,7
7,7,True,7
6,7,False,7
7,9,True,7
8,7,False,7
7,5,True,7
8,6,False,7
7,5,True,7
5,8,False,7
8,7,True,7
5,5,False,7
4,7,True,7
8,5,False,7
8,7,True,8
4,8,False,8
8,6,True,8
6,5,False,8
7,7,True,8
6,8,False,8
4,7,True,8
8,7,False,8
5,7,True,8
7,7,False,8
8,7,True,8
7,7,False,8
5,7,True,8
7,7,False,8
7,7,True,8
7,6,False,8
7,7,True,8
8,7,False,8
5,7,True,8
8,7,False,8
3,4,True,8
7,7,False,8
4,7,True,8
7,7,False,8
7,7,True,8
7,8,False,8
10,7,True,8
7,7,False,8
8,7,True,8
5,7,False,8
6,7,True,8
8,5,False,8
8,8,True,8
4,7,False,8
7,7,True,8
8,7,False,8
8,7,True,8
5,7,False,8
7,8,True,8
7,7,False,8
5,5,True,8
7,8,False,8
4,7,True,8
5,9,False,8
7,8,True,8
7,5,False,8
7,7,True,8
6,7,False,8
7,8,True,8
4,8,False,8
6,7,True,8
7,7,False,8
7,7,True,8
8,7,False,8
9,7,True,8
7,4,False,8
8,9,True,8
7,8,False,8
7,8,True,8
7,7,False,8
8,7,True,8
8,7,False,8
7,8,True,8
6,7,False,8
7,7,True,8
7,6,False,8
4,7,True,8
7,8,False,8
7,7,True,8
5,8,False,8
7,7,True,8
7,8,False,8
8,6,True,8
8,8,False,8
7,7,True,8
7,7,False,8
7,7,True,8
8,7,False,8
4,7,True,8
5,7,False,8
8,7,True,8
8,7,False,8
7,7,True,8
8,6,False,8
7,8,True,8
7,6,False,8
5,8,True,8
7,7,False,8
5,7,True,8
5,7,False,8
7,7,True,8
8,5,False,8
8,7,True,8
6,5,False,8
7,5,True,8
5,1,False,8
6,7,True,8
5,6,False,8
5,7,True,8
5,4,False,8
5,8,True,8
5,7,False,8
5,6,True,8
8,7,False,8
7,8,True,8
7,7,False,8
6,7,True,8
7,8,False,8
7,5,True,8
5,8,False,8
5,7,True,8
7,7,False,8
7,7,True,8
5,7,False,8
7,7,True,8
7,7,False,8
8,7,True,8
5,7,False,8
5,5,True,8
7,5,False,8
5,8,True,8
5,9,False,8
5,8,True,8
5,8,False,8
6,9,True,8
7,8,False,8
8,8,True,8
6,8,False,8
8,6,True,8
5,7,False,8
7,7,True,8
5,8,False,8
5,6,True,8
7,7,False,8
7,8,True,8
7,6,False,8
10,5,True,8
3,5,False,8
6,7,True,8
4,6,False,8
5,5,True,8
3,5,False,8
6,8,True,8
